mean_fit_time,mean_score_time,param_max_depth,param_n_estimators,params,mean_test_score,rank_test_score,mean_train_score
0.03123188018798828,0.0,5.0,5.0,"{'max_depth': 5, 'n_estimators': 5}",0.7938571428571428,87,0.9855714285714285
0.04685568809509277,0.015625715255737305,5.0,10.0,"{'max_depth': 5, 'n_estimators': 10}",0.8401428571428572,22,0.9985714285714286
0.07810211181640625,0.015625953674316406,5.0,15.0,"{'max_depth': 5, 'n_estimators': 15}",0.854,18,0.9991428571428571
0.10935163497924805,0.015625,5.0,20.0,"{'max_depth': 5, 'n_estimators': 20}",0.8725714285714286,7,0.999
0.12499213218688965,0.015622854232788086,5.0,25.0,"{'max_depth': 5, 'n_estimators': 25}",0.8837142857142857,2,0.9995714285714286
0.15623784065246582,0.015630722045898438,5.0,30.0,"{'max_depth': 5, 'n_estimators': 30}",0.8848571428571429,1,0.9992857142857143
0.1718611717224121,0.031252384185791016,5.0,35.0,"{'max_depth': 5, 'n_estimators': 35}",0.8822857142857143,3,0.9987142857142857
0.187485933303833,0.03125,5.0,40.0,"{'max_depth': 5, 'n_estimators': 40}",0.8768571428571429,4,0.9988571428571429
0.21873736381530762,0.031245946884155273,5.0,45.0,"{'max_depth': 5, 'n_estimators': 45}",0.8767142857142857,5,0.999
0.2343590259552002,0.04687213897705078,5.0,50.0,"{'max_depth': 5, 'n_estimators': 50}",0.8747142857142857,6,0.999
0.03125286102294922,0.015621423721313477,6.0,5.0,"{'max_depth': 6, 'n_estimators': 5}",0.757,102,0.9968571428571429
0.04686999320983887,0.015624761581420898,6.0,10.0,"{'max_depth': 6, 'n_estimators': 10}",0.8105714285714286,71,0.9997142857142857
0.07811975479125977,0.015625476837158203,6.0,15.0,"{'max_depth': 6, 'n_estimators': 15}",0.8235714285714286,45,0.9995714285714286
0.10936689376831055,0.015623092651367188,6.0,20.0,"{'max_depth': 6, 'n_estimators': 20}",0.8222857142857143,49,0.9994285714285714
0.14061427116394043,0.015624761581420898,6.0,25.0,"{'max_depth': 6, 'n_estimators': 25}",0.8482857142857143,20,0.9997142857142857
0.15623855590820312,0.015624761581420898,6.0,30.0,"{'max_depth': 6, 'n_estimators': 30}",0.8604285714285714,15,0.9995714285714286
0.17186307907104492,0.031246185302734375,6.0,35.0,"{'max_depth': 6, 'n_estimators': 35}",0.8624285714285714,13,0.9994285714285714
0.20311188697814941,0.0312502384185791,6.0,40.0,"{'max_depth': 6, 'n_estimators': 40}",0.8631428571428571,12,0.9994285714285714
0.2187345027923584,0.031248092651367188,6.0,45.0,"{'max_depth': 6, 'n_estimators': 45}",0.866,11,0.9994285714285714
