mean_fit_time,mean_score_time,param_max_depth,param_n_estimators,params,mean_test_score,rank_test_score,mean_train_score
0.031232833862304688,0.0,5.0,5.0,"{'max_depth': 5, 'n_estimators': 5}",0.7551428571428571,102,0.9997142857142857
0.031249523162841797,0.015629053115844727,5.0,10.0,"{'max_depth': 5, 'n_estimators': 10}",0.807,99,1.0
0.06249642372131348,0.015629053115844727,5.0,15.0,"{'max_depth': 5, 'n_estimators': 15}",0.8275714285714286,88,1.0
0.09374690055847168,0.01562356948852539,5.0,20.0,"{'max_depth': 5, 'n_estimators': 20}",0.8127142857142857,98,1.0
0.10936999320983887,0.031246423721313477,5.0,25.0,"{'max_depth': 5, 'n_estimators': 25}",0.8184285714285714,97,1.0
0.12499356269836426,0.031247377395629883,5.0,30.0,"{'max_depth': 5, 'n_estimators': 30}",0.8441428571428572,59,1.0
0.15623760223388672,0.031249284744262695,5.0,35.0,"{'max_depth': 5, 'n_estimators': 35}",0.8511428571428571,45,1.0
0.1874840259552002,0.031250953674316406,5.0,40.0,"{'max_depth': 5, 'n_estimators': 40}",0.8567142857142858,32,1.0
0.20311236381530762,0.032509565353393555,5.0,45.0,"{'max_depth': 5, 'n_estimators': 45}",0.8537142857142858,35,1.0
0.23435664176940918,0.03125,5.0,50.0,"{'max_depth': 5, 'n_estimators': 50}",0.8524285714285714,38,1.0
0.031248092651367188,0.0,6.0,5.0,"{'max_depth': 6, 'n_estimators': 5}",0.7727142857142857,101,0.9998571428571429
0.06249642372131348,0.0,6.0,10.0,"{'max_depth': 6, 'n_estimators': 10}",0.8447142857142858,58,1.0
0.06249809265136719,0.015625953674316406,6.0,15.0,"{'max_depth': 6, 'n_estimators': 15}",0.8485714285714285,47,1.0
0.09374570846557617,0.015625476837158203,6.0,20.0,"{'max_depth': 6, 'n_estimators': 20}",0.8301428571428572,80,1.0
0.11063122749328613,0.031246662139892578,6.0,25.0,"{'max_depth': 6, 'n_estimators': 25}",0.8305714285714285,73,1.0
0.14061522483825684,0.0156252384185791,6.0,30.0,"{'max_depth': 6, 'n_estimators': 30}",0.843,60,1.0
0.15750432014465332,0.03124690055847168,6.0,35.0,"{'max_depth': 6, 'n_estimators': 35}",0.8547142857142858,34,1.0
0.18748736381530762,0.03124547004699707,6.0,40.0,"{'max_depth': 6, 'n_estimators': 40}",0.8484285714285714,48,1.0
0.2187345027923584,0.031248092651367188,6.0,45.0,"{'max_depth': 6, 'n_estimators': 45}",0.8515714285714285,43,1.0
0.23435759544372559,0.03125,6.0,50.0,"{'max_depth': 6, 'n_estimators': 50}",0.8535714285714285,36,1.0
0.015626907348632812,0.015623092651367188,7.0,5.0,"{'max_depth': 7, 'n_estimators': 5}",0.7927142857142857,100,1.0
0.04687190055847168,0.015624284744262695,7.0,10.0,"{'max_depth': 7, 'n_estimators': 10}",0.8482857142857143,49,1.0
0.07811784744262695,0.015624284744262695,7.0,15.0,"{'max_depth': 7, 'n_estimators': 15}",0.8425714285714285,61,1.0
0.10936856269836426,0.015623331069946289,7.0,20.0,"{'max_depth': 7, 'n_estimators': 20}",0.8331428571428572,66,1.0
0.12499213218688965,0.015625,7.0,25.0,"{'max_depth': 7, 'n_estimators': 25}",0.8301428571428572,80,1.0
0.14061522483825684,0.031247854232788086,7.0,30.0,"{'max_depth': 7, 'n_estimators': 30}",0.8514285714285714,44,1.0
0.17186427116394043,0.031246423721313477,7.0,35.0,"{'max_depth': 7, 'n_estimators': 35}",0.8681428571428571,9,1.0
0.20311903953552246,0.031239986419677734,7.0,40.0,"{'max_depth': 7, 'n_estimators': 40}",0.8712857142857143,5,1.0
0.2187361717224121,0.031248807907104492,7.0,45.0,"{'max_depth': 7, 'n_estimators': 45}",0.877,1,1.0
0.24998211860656738,0.031247615814208984,7.0,50.0,"{'max_depth': 7, 'n_estimators': 50}",0.8755714285714286,2,1.0
0.03124713897705078,0.015623092651367188,8.0,5.0,"{'max_depth': 8, 'n_estimators': 5}",0.7434285714285714,110,1.0
0.046871185302734375,0.015624523162841797,8.0,10.0,"{'max_depth': 8, 'n_estimators': 10}",0.8392857142857143,64,1.0
0.07811880111694336,0.015624284744262695,8.0,15.0,"{'max_depth': 8, 'n_estimators': 15}",0.8497142857142858,46,1.0
0.10936617851257324,0.015625476837158203,8.0,20.0,"{'max_depth': 8, 'n_estimators': 20}",0.8278571428571428,83,1.0
0.12499046325683594,0.0312502384185791,8.0,25.0,"{'max_depth': 8, 'n_estimators': 25}",0.8265714285714286,90,1.0
0.14061617851257324,0.031245946884155273,8.0,30.0,"{'max_depth': 8, 'n_estimators': 30}",0.8465714285714285,51,1.0
0.1874854564666748,0.015624523162841797,8.0,35.0,"{'max_depth': 8, 'n_estimators': 35}",0.864,10,1.0
0.2031104564666748,0.015624046325683594,8.0,40.0,"{'max_depth': 8, 'n_estimators': 40}",0.8705714285714286,6,1.0
