mean_fit_time,mean_score_time,param_max_depth,param_n_estimators,params,mean_test_score,rank_test_score,mean_train_score
0.03123164176940918,0.0,5.0,5.0,"{'max_depth': 5, 'n_estimators': 5}",0.7885714285714286,67,0.9964285714285714
0.046854257583618164,0.015625715255737305,5.0,10.0,"{'max_depth': 5, 'n_estimators': 10}",0.8094285714285714,33,0.999
0.07810258865356445,0.015625715255737305,5.0,15.0,"{'max_depth': 5, 'n_estimators': 15}",0.8017142857142857,43,1.0
0.10934972763061523,0.015626192092895508,5.0,20.0,"{'max_depth': 5, 'n_estimators': 20}",0.8305714285714285,7,1.0
0.12499189376831055,0.01562643051147461,5.0,25.0,"{'max_depth': 5, 'n_estimators': 25}",0.8332857142857143,5,1.0
0.14061570167541504,0.031249523162841797,5.0,30.0,"{'max_depth': 5, 'n_estimators': 30}",0.8277142857142857,10,0.9998571428571429
0.17186617851257324,0.031245946884155273,5.0,35.0,"{'max_depth': 5, 'n_estimators': 35}",0.8222857142857143,12,1.0
0.2031116485595703,0.03124713897705078,5.0,40.0,"{'max_depth': 5, 'n_estimators': 40}",0.8234285714285714,11,1.0
0.23436307907104492,0.0312502384185791,5.0,45.0,"{'max_depth': 5, 'n_estimators': 45}",0.832,6,1.0
0.24998021125793457,0.031248807907104492,5.0,50.0,"{'max_depth': 5, 'n_estimators': 50}",0.8387142857142857,3,0.9998571428571429
0.03124856948852539,0.015622854232788086,6.0,5.0,"{'max_depth': 6, 'n_estimators': 5}",0.7572857142857143,93,1.0
0.06249666213989258,0.0,6.0,10.0,"{'max_depth': 6, 'n_estimators': 10}",0.7407142857142858,101,1.0
0.09374022483825684,0.0,6.0,15.0,"{'max_depth': 6, 'n_estimators': 15}",0.7862857142857143,75,1.0
0.10936403274536133,0.015624761581420898,6.0,20.0,"{'max_depth': 6, 'n_estimators': 20}",0.7958571428571428,56,1.0
0.14061307907104492,0.0156252384185791,6.0,25.0,"{'max_depth': 6, 'n_estimators': 25}",0.81,32,1.0
0.15623855590820312,0.031249046325683594,6.0,30.0,"{'max_depth': 6, 'n_estimators': 30}",0.808,34,1.0
0.18748688697814941,0.015624761581420898,6.0,35.0,"{'max_depth': 6, 'n_estimators': 35}",0.816,29,1.0
