mean_fit_time,mean_score_time,param_max_depth,param_n_estimators,params,mean_test_score,rank_test_score,mean_train_score
0.031250953674316406,0.0,5.0,5.0,"{'max_depth': 5, 'n_estimators': 5}",0.6468571428571429,110,0.9988571428571429
0.04687213897705078,0.01562643051147461,5.0,10.0,"{'max_depth': 5, 'n_estimators': 10}",0.7291428571428571,28,0.9987142857142857
0.07812356948852539,0.0,5.0,15.0,"{'max_depth': 5, 'n_estimators': 15}",0.7454285714285714,9,0.9991428571428571
0.10936999320983887,0.015626192092895508,5.0,20.0,"{'max_depth': 5, 'n_estimators': 20}",0.7502857142857143,8,0.9991428571428571
0.12499070167541504,0.015623807907104492,5.0,25.0,"{'max_depth': 5, 'n_estimators': 25}",0.7527142857142857,6,0.9992857142857143
0.14061498641967773,0.03124833106994629,5.0,30.0,"{'max_depth': 5, 'n_estimators': 30}",0.7664285714285715,5,0.9995714285714286
0.15623950958251953,0.03125452995300293,5.0,35.0,"{'max_depth': 5, 'n_estimators': 35}",0.7675714285714286,4,0.9998571428571429
0.1874856948852539,0.03124690055847168,5.0,40.0,"{'max_depth': 5, 'n_estimators': 40}",0.7748571428571429,2,0.9997142857142857
0.2031099796295166,0.03125,5.0,45.0,"{'max_depth': 5, 'n_estimators': 45}",0.7751428571428571,1,0.9997142857142857
0.22020888328552246,0.04687190055847168,5.0,50.0,"{'max_depth': 5, 'n_estimators': 50}",0.7724285714285715,3,0.9998571428571429
0.03125452995300293,0.0,6.0,5.0,"{'max_depth': 6, 'n_estimators': 5}",0.669,108,0.9992857142857143
0.06248831748962402,0.0,6.0,10.0,"{'max_depth': 6, 'n_estimators': 10}",0.7258571428571429,32,1.0
0.06249594688415527,0.015622377395629883,6.0,15.0,"{'max_depth': 6, 'n_estimators': 15}",0.696,92,1.0
0.09374451637268066,0.015623807907104492,6.0,20.0,"{'max_depth': 6, 'n_estimators': 20}",0.7168571428571429,41,0.9998571428571429
0.12499260902404785,0.015624761581420898,6.0,25.0,"{'max_depth': 6, 'n_estimators': 25}",0.7224285714285714,34,1.0
0.14208769798278809,0.0312504768371582,6.0,30.0,"{'max_depth': 6, 'n_estimators': 30}",0.7268571428571429,31,0.9998571428571429
0.17186260223388672,0.03124713897705078,6.0,35.0,"{'max_depth': 6, 'n_estimators': 35}",0.7368571428571429,15,1.0
0.18896198272705078,0.0312497615814209,6.0,40.0,"{'max_depth': 6, 'n_estimators': 40}",0.7287142857142858,29,1.0
0.20458626747131348,0.04687166213989258,6.0,45.0,"{'max_depth': 6, 'n_estimators': 45}",0.732,22,1.0
0.2499830722808838,0.03125500679016113,6.0,50.0,"{'max_depth': 6, 'n_estimators': 50}",0.7401428571428571,13,1.0
0.031246662139892578,0.0,7.0,5.0,"{'max_depth': 7, 'n_estimators': 5}",0.7142857142857143,45,1.0
0.06249499320983887,0.0,7.0,10.0,"{'max_depth': 7, 'n_estimators': 10}",0.7517142857142857,7,1.0
0.07811832427978516,0.0,7.0,15.0,"{'max_depth': 7, 'n_estimators': 15}",0.7292857142857143,27,1.0
0.09374332427978516,0.015623092651367188,7.0,20.0,"{'max_depth': 7, 'n_estimators': 20}",0.7421428571428571,11,1.0
