mean_fit_time,mean_score_time,param_max_depth,param_n_estimators,params,mean_test_score,rank_test_score,mean_train_score
0.032981157302856445,0.0049970149993896484,5.0,5.0,"{'max_depth': 5, 'n_estimators': 5}",0.8517142857142858,100,0.9788571428571429
0.06595301628112793,0.008994579315185547,5.0,10.0,"{'max_depth': 5, 'n_estimators': 10}",0.8905714285714286,90,0.9914285714285714
0.08894896507263184,0.011993885040283203,5.0,15.0,"{'max_depth': 5, 'n_estimators': 15}",0.9275714285714286,37,0.9954285714285714
0.11293458938598633,0.014992237091064453,5.0,20.0,"{'max_depth': 5, 'n_estimators': 20}",0.9385714285714286,6,0.9987142857142857
0.14091825485229492,0.0199892520904541,5.0,25.0,"{'max_depth': 5, 'n_estimators': 25}",0.937,7,0.9997142857142857
0.16490626335144043,0.02198648452758789,5.0,30.0,"{'max_depth': 5, 'n_estimators': 30}",0.9421428571428572,3,0.9995714285714286
0.19588637351989746,0.0259859561920166,5.0,35.0,"{'max_depth': 5, 'n_estimators': 35}",0.937,7,0.9997142857142857
0.22187280654907227,0.027985095977783203,5.0,40.0,"{'max_depth': 5, 'n_estimators': 40}",0.9452857142857143,1,0.9995714285714286
0.24585938453674316,0.0319819450378418,5.0,45.0,"{'max_depth': 5, 'n_estimators': 45}",0.9422857142857143,2,0.9997142857142857
0.2688479423522949,0.03597855567932129,5.0,50.0,"{'max_depth': 5, 'n_estimators': 50}",0.942,4,0.9997142857142857
0.033980607986450195,0.005997180938720703,6.0,5.0,"{'max_depth': 6, 'n_estimators': 5}",0.7731428571428571,109,0.9968571428571429
0.06196451187133789,0.008994579315185547,6.0,10.0,"{'max_depth': 6, 'n_estimators': 10}",0.8648571428571429,99,0.9997142857142857
0.09894371032714844,0.011995315551757812,6.0,15.0,"{'max_depth': 6, 'n_estimators': 15}",0.9058571428571428,84,1.0
0.11893081665039062,0.0159909725189209,6.0,20.0,"{'max_depth': 6, 'n_estimators': 20}",0.9132857142857143,71,0.9998571428571429
0.14991450309753418,0.019989013671875,6.0,25.0,"{'max_depth': 6, 'n_estimators': 25}",0.9195714285714286,61,1.0
0.17789793014526367,0.0219876766204834,6.0,30.0,"{'max_depth': 6, 'n_estimators': 30}",0.9348571428571428,12,0.9998571428571429
0.20488238334655762,0.0279843807220459,6.0,35.0,"{'max_depth': 6, 'n_estimators': 35}",0.9341428571428572,13,0.9998571428571429
0.23386478424072266,0.029985904693603516,6.0,40.0,"{'max_depth': 6, 'n_estimators': 40}",0.9295714285714286,30,0.9998571428571429
0.2608509063720703,0.03298163414001465,6.0,45.0,"{'max_depth': 6, 'n_estimators': 45}",0.9308571428571428,25,0.9998571428571429
0.28583502769470215,0.0359799861907959,6.0,50.0,"{'max_depth': 6, 'n_estimators': 50}",0.9321428571428572,19,0.9998571428571429
0.03697848320007324,0.006996870040893555,7.0,5.0,"{'max_depth': 7, 'n_estimators': 5}",0.7662857142857142,110,0.9994285714285714
0.0659646987915039,0.009992599487304688,7.0,10.0,"{'max_depth': 7, 'n_estimators': 10}",0.882,91,0.9995714285714286
0.09894371032714844,0.013991832733154297,7.0,15.0,"{'max_depth': 7, 'n_estimators': 15}",0.8944285714285715,89,1.0
0.12392973899841309,0.0159914493560791,7.0,20.0,"{'max_depth': 7, 'n_estimators': 20}",0.9042857142857142,85,1.0
0.15491032600402832,0.019989967346191406,7.0,25.0,"{'max_depth': 7, 'n_estimators': 25}",0.917,67,1.0
0.18289446830749512,0.02298760414123535,7.0,30.0,"{'max_depth': 7, 'n_estimators': 30}",0.9187142857142857,64,1.0
0.21587705612182617,0.025984764099121094,7.0,35.0,"{'max_depth': 7, 'n_estimators': 35}",0.9267142857142857,43,1.0
0.24585890769958496,0.029983043670654297,7.0,40.0,"{'max_depth': 7, 'n_estimators': 40}",0.9285714285714286,32,1.0
0.2768416404724121,0.033980369567871094,7.0,45.0,"{'max_depth': 7, 'n_estimators': 45}",0.9268571428571428,42,1.0
0.3048243522644043,0.036977529525756836,7.0,50.0,"{'max_depth': 7, 'n_estimators': 50}",0.9257142857142857,45,1.0
0.035979509353637695,0.005999326705932617,8.0,5.0,"{'max_depth': 8, 'n_estimators': 5}",0.7788571428571428,108,1.0
0.06896018981933594,0.008996725082397461,8.0,10.0,"{'max_depth': 8, 'n_estimators': 10}",0.8758571428571429,93,1.0
0.09694695472717285,0.012991666793823242,8.0,15.0,"{'max_depth': 8, 'n_estimators': 15}",0.9171428571428571,66,1.0
0.12492847442626953,0.015990734100341797,8.0,20.0,"{'max_depth': 8, 'n_estimators': 20}",0.9307142857142857,27,1.0
0.15790915489196777,0.0179901123046875,8.0,25.0,"{'max_depth': 8, 'n_estimators': 25}",0.9325714285714286,18,1.0
0.18689322471618652,0.02298760414123535,8.0,30.0,"{'max_depth': 8, 'n_estimators': 30}",0.9407142857142857,5,1.0
0.21787524223327637,0.0259857177734375,8.0,35.0,"{'max_depth': 8, 'n_estimators': 35}",0.9352857142857143,11,1.0
0.2488551139831543,0.02898383140563965,8.0,40.0,"{'max_depth': 8, 'n_estimators': 40}",0.9368571428571428,9,1.0
0.2888333797454834,0.03598308563232422,8.0,45.0,"{'max_depth': 8, 'n_estimators': 45}",0.934,14,1.0
0.3088235855102539,0.03798055648803711,8.0,50.0,"{'max_depth': 8, 'n_estimators': 50}",0.9338571428571428,15,1.0
0.04097580909729004,0.004999399185180664,9.0,5.0,"{'max_depth': 9, 'n_estimators': 5}",0.7821428571428571,107,1.0
0.06496357917785645,0.008997440338134766,9.0,10.0,"{'max_depth': 9, 'n_estimators': 10}",0.913,72,1.0
0.09694385528564453,0.012995481491088867,9.0,15.0,"{'max_depth': 9, 'n_estimators': 15}",0.9221428571428572,54,1.0
0.13192415237426758,0.015990495681762695,9.0,20.0,"{'max_depth': 9, 'n_estimators': 20}",0.9225714285714286,53,1.0
0.15990829467773438,0.024985790252685547,9.0,25.0,"{'max_depth': 9, 'n_estimators': 25}",0.9315714285714286,21,1.0
0.18889093399047852,0.02498626708984375,9.0,30.0,"{'max_depth': 9, 'n_estimators': 30}",0.9301428571428572,28,1.0
0.21987342834472656,0.02798628807067871,9.0,35.0,"{'max_depth': 9, 'n_estimators': 35}",0.933,17,1.0
0.25185418128967285,0.0299835205078125,9.0,40.0,"{'max_depth': 9, 'n_estimators': 40}",0.9354285714285714,10,1.0
0.2838401794433594,0.03497934341430664,9.0,45.0,"{'max_depth': 9, 'n_estimators': 45}",0.9245714285714286,50,1.0
0.3228156566619873,0.035980224609375,9.0,50.0,"{'max_depth': 9, 'n_estimators': 50}",0.9197142857142857,60,1.0
0.03797793388366699,0.005997180938720703,10.0,5.0,"{'max_depth': 10, 'n_estimators': 5}",0.8148571428571428,101,1.0
0.06596064567565918,0.008995532989501953,10.0,10.0,"{'max_depth': 10, 'n_estimators': 10}",0.8792857142857143,92,1.0
0.09894394874572754,0.011993646621704102,10.0,15.0,"{'max_depth': 10, 'n_estimators': 15}",0.9038571428571428,86,1.0
0.12792658805847168,0.016991615295410156,10.0,20.0,"{'max_depth': 10, 'n_estimators': 20}",0.9061428571428571,83,1.0
0.16190838813781738,0.019987821578979492,10.0,25.0,"{'max_depth': 10, 'n_estimators': 25}",0.9115714285714286,75,1.0
0.19089126586914062,0.024986743927001953,10.0,30.0,"{'max_depth': 10, 'n_estimators': 30}",0.9232857142857143,51,1.0
0.22187161445617676,0.025986433029174805,10.0,35.0,"{'max_depth': 10, 'n_estimators': 35}",0.9278571428571428,35,1.0
0.2508561611175537,0.03198099136352539,10.0,40.0,"{'max_depth': 10, 'n_estimators': 40}",0.9318571428571428,20,1.0
0.2888340950012207,0.0379791259765625,10.0,45.0,"{'max_depth': 10, 'n_estimators': 45}",0.9282857142857143,33,1.0
0.3148193359375,0.036978721618652344,10.0,50.0,"{'max_depth': 10, 'n_estimators': 50}",0.9277142857142857,36,1.0
0.03798413276672363,0.005991697311401367,11.0,5.0,"{'max_depth': 11, 'n_estimators': 5}",0.7951428571428572,102,1.0
0.06596088409423828,0.008994817733764648,11.0,10.0,"{'max_depth': 11, 'n_estimators': 10}",0.8654285714285714,98,1.0
0.10094213485717773,0.012993335723876953,11.0,15.0,"{'max_depth': 11, 'n_estimators': 15}",0.8964285714285715,88,1.0
0.12892603874206543,0.01699066162109375,11.0,20.0,"{'max_depth': 11, 'n_estimators': 20}",0.907,82,1.0
0.16090703010559082,0.018990039825439453,11.0,25.0,"{'max_depth': 11, 'n_estimators': 25}",0.9118571428571428,74,1.0
0.18988966941833496,0.022986888885498047,11.0,30.0,"{'max_depth': 11, 'n_estimators': 30}",0.9208571428571428,58,1.0
0.23186683654785156,0.026988506317138672,11.0,35.0,"{'max_depth': 11, 'n_estimators': 35}",0.9261428571428572,44,1.0
0.25785160064697266,0.028983592987060547,11.0,40.0,"{'max_depth': 11, 'n_estimators': 40}",0.927,41,1.0
0.2888352870941162,0.03497958183288574,11.0,45.0,"{'max_depth': 11, 'n_estimators': 45}",0.9272857142857143,38,1.0
0.3148171901702881,0.03698110580444336,11.0,50.0,"{'max_depth': 11, 'n_estimators': 50}",0.9257142857142857,45,1.0
0.03797769546508789,0.005997657775878906,12.0,5.0,"{'max_depth': 12, 'n_estimators': 5}",0.7847142857142857,103,1.0
0.06596255302429199,0.009995222091674805,12.0,10.0,"{'max_depth': 12, 'n_estimators': 10}",0.8754285714285714,94,1.0
0.09894347190856934,0.012993812561035156,12.0,15.0,"{'max_depth': 12, 'n_estimators': 15}",0.9075714285714286,78,1.0
0.1289219856262207,0.0159909725189209,12.0,20.0,"{'max_depth': 12, 'n_estimators': 20}",0.9217142857142857,55,1.0
0.16690325736999512,0.018990278244018555,12.0,25.0,"{'max_depth': 12, 'n_estimators': 25}",0.9247142857142857,48,1.0
0.19089198112487793,0.024984359741210938,12.0,30.0,"{'max_depth': 12, 'n_estimators': 30}",0.9298571428571428,29,1.0
0.2258739471435547,0.027983665466308594,12.0,35.0,"{'max_depth': 12, 'n_estimators': 35}",0.9271428571428572,40,1.0
0.25585246086120605,0.03198385238647461,12.0,40.0,"{'max_depth': 12, 'n_estimators': 40}",0.9287142857142857,31,1.0
0.28983640670776367,0.034978628158569336,12.0,45.0,"{'max_depth': 12, 'n_estimators': 45}",0.9247142857142857,48,1.0
0.31382107734680176,0.03698110580444336,12.0,50.0,"{'max_depth': 12, 'n_estimators': 50}",0.9205714285714286,59,1.0
0.03897714614868164,0.006997346878051758,13.0,5.0,"{'max_depth': 13, 'n_estimators': 5}",0.7847142857142857,103,1.0
0.0659632682800293,0.007994413375854492,13.0,10.0,"{'max_depth': 13, 'n_estimators': 10}",0.8728571428571429,95,1.0
0.09794402122497559,0.0139923095703125,13.0,15.0,"{'max_depth': 13, 'n_estimators': 15}",0.9075714285714286,78,1.0
0.13092494010925293,0.015990734100341797,13.0,20.0,"{'max_depth': 13, 'n_estimators': 20}",0.912,73,1.0
0.16390657424926758,0.023987770080566406,13.0,25.0,"{'max_depth': 13, 'n_estimators': 25}",0.9194285714285715,62,1.0
0.18989229202270508,0.02498650550842285,13.0,30.0,"{'max_depth': 13, 'n_estimators': 30}",0.9308571428571428,25,1.0
0.22387218475341797,0.02898550033569336,13.0,35.0,"{'max_depth': 13, 'n_estimators': 35}",0.931,24,1.0
0.25785183906555176,0.03498077392578125,13.0,40.0,"{'max_depth': 13, 'n_estimators': 40}",0.9335714285714286,16,1.0
0.29183411598205566,0.033978939056396484,13.0,45.0,"{'max_depth': 13, 'n_estimators': 45}",0.9272857142857143,38,1.0
0.31581830978393555,0.035979270935058594,13.0,50.0,"{'max_depth': 13, 'n_estimators': 50}",0.9217142857142857,55,1.0
0.03897738456726074,0.004997730255126953,14.0,5.0,"{'max_depth': 14, 'n_estimators': 5}",0.7847142857142857,103,1.0
0.06695914268493652,0.008994817733764648,14.0,10.0,"{'max_depth': 14, 'n_estimators': 10}",0.8728571428571429,95,1.0
0.09794473648071289,0.012993097305297852,14.0,15.0,"{'max_depth': 14, 'n_estimators': 15}",0.9075714285714286,78,1.0
0.12892460823059082,0.015993356704711914,14.0,20.0,"{'max_depth': 14, 'n_estimators': 20}",0.9227142857142857,52,1.0
0.15990996360778809,0.0199892520904541,14.0,25.0,"{'max_depth': 14, 'n_estimators': 25}",0.921,57,1.0
0.19289016723632812,0.02398824691772461,14.0,30.0,"{'max_depth': 14, 'n_estimators': 30}",0.9281428571428572,34,1.0
0.22786879539489746,0.026987552642822266,14.0,35.0,"{'max_depth': 14, 'n_estimators': 35}",0.9311428571428572,22,1.0
0.2568514347076416,0.031981706619262695,14.0,40.0,"{'max_depth': 14, 'n_estimators': 40}",0.9311428571428572,22,1.0
0.28783559799194336,0.033980607986450195,14.0,45.0,"{'max_depth': 14, 'n_estimators': 45}",0.9254285714285714,47,1.0
0.31781721115112305,0.03697991371154785,14.0,50.0,"{'max_depth': 14, 'n_estimators': 50}",0.9188571428571428,63,1.0
0.03697919845581055,0.006997823715209961,15.0,5.0,"{'max_depth': 15, 'n_estimators': 5}",0.7847142857142857,103,1.0
0.06595945358276367,0.008995532989501953,15.0,10.0,"{'max_depth': 15, 'n_estimators': 10}",0.8728571428571429,95,1.0
0.09994363784790039,0.01299428939819336,15.0,15.0,"{'max_depth': 15, 'n_estimators': 15}",0.9075714285714286,78,1.0
0.13592314720153809,0.016990184783935547,15.0,20.0,"{'max_depth': 15, 'n_estimators': 20}",0.9088571428571428,77,1.0
0.16590499877929688,0.01898956298828125,15.0,25.0,"{'max_depth': 15, 'n_estimators': 25}",0.9142857142857143,70,1.0
0.19189047813415527,0.0239865779876709,15.0,30.0,"{'max_depth': 15, 'n_estimators': 30}",0.9168571428571428,68,1.0
0.2288675308227539,0.025986671447753906,15.0,35.0,"{'max_depth': 15, 'n_estimators': 35}",0.9161428571428571,69,1.0
0.25785350799560547,0.0299832820892334,15.0,40.0,"{'max_depth': 15, 'n_estimators': 40}",0.9175714285714286,65,1.0
0.27584099769592285,0.030983448028564453,15.0,45.0,"{'max_depth': 15, 'n_estimators': 45}",0.909,76,1.0
0.30382561683654785,0.034979820251464844,15.0,50.0,"{'max_depth': 15, 'n_estimators': 50}",0.9028571428571428,87,1.0
