mean_fit_time,mean_score_time,param_max_depth,param_n_estimators,params,mean_test_score,rank_test_score,mean_train_score
0.03123188018798828,0.0,5.0,5.0,"{'max_depth': 5, 'n_estimators': 5}",0.7561428571428571,108,0.9972857142857143
0.04685497283935547,0.015626192092895508,5.0,10.0,"{'max_depth': 5, 'n_estimators': 10}",0.85,1,0.9992857142857143
0.07810258865356445,0.015625476837158203,5.0,15.0,"{'max_depth': 5, 'n_estimators': 15}",0.8315714285714285,10,1.0
0.09374523162841797,0.015622854232788086,5.0,20.0,"{'max_depth': 5, 'n_estimators': 20}",0.8255714285714286,13,0.9997142857142857
0.10936927795410156,0.015623092651367188,5.0,25.0,"{'max_depth': 5, 'n_estimators': 25}",0.8362857142857143,8,1.0
0.14061498641967773,0.015623331069946289,5.0,30.0,"{'max_depth': 5, 'n_estimators': 30}",0.8254285714285714,14,1.0
0.15623879432678223,0.031247854232788086,5.0,35.0,"{'max_depth': 5, 'n_estimators': 35}",0.8167142857142857,30,1.0
0.18748831748962402,0.015624046325683594,5.0,40.0,"{'max_depth': 5, 'n_estimators': 40}",0.7935714285714286,68,1.0
0.218735933303833,0.015625715255737305,5.0,45.0,"{'max_depth': 5, 'n_estimators': 45}",0.7975714285714286,52,1.0
0.2343602180480957,0.03124547004699707,5.0,50.0,"{'max_depth': 5, 'n_estimators': 50}",0.7972857142857143,53,1.0
0.031247854232788086,0.0,6.0,5.0,"{'max_depth': 6, 'n_estimators': 5}",0.7742857142857142,86,0.9994285714285714
0.046872854232788086,0.015624046325683594,6.0,10.0,"{'max_depth': 6, 'n_estimators': 10}",0.8231428571428572,22,1.0
0.06249690055847168,0.015624284744262695,6.0,15.0,"{'max_depth': 6, 'n_estimators': 15}",0.7847142857142857,79,1.0
0.09373950958251953,0.015624046325683594,6.0,20.0,"{'max_depth': 6, 'n_estimators': 20}",0.7708571428571429,91,1.0
0.10936856269836426,0.01562190055847168,6.0,25.0,"{'max_depth': 6, 'n_estimators': 25}",0.7734285714285715,87,1.0
0.14061737060546875,0.031247615814208984,6.0,30.0,"{'max_depth': 6, 'n_estimators': 30}",0.7767142857142857,83,1.0
0.17186570167541504,0.015622377395629883,6.0,35.0,"{'max_depth': 6, 'n_estimators': 35}",0.7612857142857142,100,1.0
0.18748879432678223,0.03124856948852539,6.0,40.0,"{'max_depth': 6, 'n_estimators': 40}",0.7484285714285714,110,1.0
0.2031114101409912,0.03124690055847168,6.0,45.0,"{'max_depth': 6, 'n_estimators': 45}",0.7608571428571429,101,1.0
0.2343583106994629,0.03124856948852539,6.0,50.0,"{'max_depth': 6, 'n_estimators': 50}",0.7497142857142857,109,1.0
0.03124547004699707,0.0,7.0,5.0,"{'max_depth': 7, 'n_estimators': 5}",0.7941428571428572,66,1.0
0.04687023162841797,0.015625,7.0,10.0,"{'max_depth': 7, 'n_estimators': 10}",0.828,12,1.0
0.07811951637268066,0.015623092651367188,7.0,15.0,"{'max_depth': 7, 'n_estimators': 15}",0.8212857142857143,29,1.0
0.09374403953552246,0.0156252384185791,7.0,20.0,"{'max_depth': 7, 'n_estimators': 20}",0.815,32,1.0
0.12499070167541504,0.01562809944152832,7.0,25.0,"{'max_depth': 7, 'n_estimators': 25}",0.8117142857142857,42,1.0
0.14061665534973145,0.031246423721313477,7.0,30.0,"{'max_depth': 7, 'n_estimators': 30}",0.8021428571428572,51,1.0
0.17186212539672852,0.031248807907104492,7.0,35.0,"{'max_depth': 7, 'n_estimators': 35}",0.7872857142857143,77,1.0
0.1874849796295166,0.03125119209289551,7.0,40.0,"{'max_depth': 7, 'n_estimators': 40}",0.7621428571428571,98,1.0
